query	KEGG_Pathway
Cvig_XP_022314479.1	map04744
Cvig_XP_022314479.1	map05030
Cvig_XP_022314480.1	ko04744
Cvig_XP_022314480.1	ko05030
Cvig_XP_022314480.1	map04744
Cvig_XP_022314480.1	map05030
Cvig_XP_022314481.1	ko04744
Cvig_XP_022314481.1	ko05030
Cvig_XP_022314481.1	map04744
Cvig_XP_022314481.1	map05030
Cvig_XP_022314482.1	ko04744
Cvig_XP_022314482.1	ko05030
Cvig_XP_022314482.1	map04744
Cvig_XP_022314482.1	map05030
Cvig_XP_022314483.1	ko04744
Cvig_XP_022314483.1	ko05030
Cvig_XP_022314483.1	map04744
Cvig_XP_022314483.1	map05030
Cvig_XP_022314484.1	ko04744
Cvig_XP_022314484.1	ko05030
Cvig_XP_022314484.1	map04744
Cvig_XP_022314484.1	map05030
Cvig_XP_022314485.1	ko04744
Cvig_XP_022314485.1	ko05030
Cvig_XP_022314485.1	map04744
Cvig_XP_022314485.1	map05030
Cvig_XP_022314486.1	ko04744
Cvig_XP_022314486.1	ko05030
Cvig_XP_022314486.1	map04744
Cvig_XP_022314486.1	map05030
Cvig_XP_022314487.1	ko04744
Cvig_XP_022314487.1	ko05030
Cvig_XP_022314487.1	map04744
Cvig_XP_022314487.1	map05030
Cvig_XP_022314488.1	ko04744
Cvig_XP_022314488.1	ko05030
Cvig_XP_022314488.1	map04744
Cvig_XP_022314488.1	map05030
Cvig_XP_022314489.1	ko04744
Cvig_XP_022314489.1	ko05030
Cvig_XP_022314489.1	map04744
Cvig_XP_022314489.1	map05030
Cvig_XP_022314491.1	ko04744
Cvig_XP_022314491.1	ko05030
Cvig_XP_022314491.1	map04744
Cvig_XP_022314491.1	map05030
Cvig_XP_022314492.1	ko04744
Cvig_XP_022314492.1	ko05030
Cvig_XP_022314492.1	map04744
Cvig_XP_022314492.1	map05030
Cvig_XP_022314501.1	ko00052
Cvig_XP_022314501.1	ko00500
Cvig_XP_022314501.1	ko01100
Cvig_XP_022314501.1	ko04973
Cvig_XP_022314501.1	map00052
Cvig_XP_022314501.1	map00500
Cvig_XP_022314501.1	map01100
Cvig_XP_022314501.1	map04973
Cvig_XP_022314514.1	ko03040
Cvig_XP_022314514.1	map03040
Cvig_XP_022314515.1	ko03040
Cvig_XP_022314515.1	map03040
Cvig_XP_022314527.1	ko03013
Cvig_XP_022314527.1	map03013
Cvig_XP_022314528.1	ko04111
Cvig_XP_022314528.1	ko04113
Cvig_XP_022314528.1	map04111
Cvig_XP_022314528.1	map04113
Cvig_XP_022314531.1	ko04110
Cvig_XP_022314531.1	ko04213
Cvig_XP_022314531.1	ko04330
Cvig_XP_022314531.1	ko04919
Cvig_XP_022314531.1	ko05016
Cvig_XP_022314531.1	ko05034
Cvig_XP_022314531.1	ko05165
Cvig_XP_022314531.1	ko05169
Cvig_XP_022314531.1	ko05200
Cvig_XP_022314531.1	ko05202
Cvig_XP_022314531.1	ko05203
Cvig_XP_022314531.1	ko05220
Cvig_XP_022314531.1	map04110
Cvig_XP_022314531.1	map04213
Cvig_XP_022314531.1	map04330
Cvig_XP_022314531.1	map04919
Cvig_XP_022314531.1	map05016
Cvig_XP_022314531.1	map05034
Cvig_XP_022314531.1	map05165
Cvig_XP_022314531.1	map05169
Cvig_XP_022314531.1	map05200
Cvig_XP_022314531.1	map05202
Cvig_XP_022314531.1	map05203
Cvig_XP_022314531.1	map05220
Cvig_XP_022314532.1	ko04110
Cvig_XP_022314532.1	ko04213
Cvig_XP_022314532.1	ko04330
Cvig_XP_022314532.1	ko04919
Cvig_XP_022314532.1	ko05016
Cvig_XP_022314532.1	ko05034
Cvig_XP_022314532.1	ko05165
Cvig_XP_022314532.1	ko05169
Cvig_XP_022314532.1	ko05200
Cvig_XP_022314532.1	ko05202
Cvig_XP_022314532.1	ko05203
Cvig_XP_022314532.1	ko05220
Cvig_XP_022314532.1	map04110
Cvig_XP_022314532.1	map04213
Cvig_XP_022314532.1	map04330
Cvig_XP_022314532.1	map04919
Cvig_XP_022314532.1	map05016
Cvig_XP_022314532.1	map05034
Cvig_XP_022314532.1	map05165
Cvig_XP_022314532.1	map05169
Cvig_XP_022314532.1	map05200
Cvig_XP_022314532.1	map05202
Cvig_XP_022314532.1	map05203
Cvig_XP_022314532.1	map05220
Cvig_XP_022314540.1	ko00563
Cvig_XP_022314540.1	ko01100
Cvig_XP_022314540.1	map00563
Cvig_XP_022314540.1	map01100
Cvig_XP_022314541.1	ko00563
Cvig_XP_022314541.1	ko01100
Cvig_XP_022314541.1	map00563
Cvig_XP_022314541.1	map01100
Cvig_XP_022314542.1	ko00120
Cvig_XP_022314542.1	ko01100
Cvig_XP_022314542.1	ko03320
Cvig_XP_022314542.1	ko04146
Cvig_XP_022314542.1	map00120
Cvig_XP_022314542.1	map01100
Cvig_XP_022314542.1	map03320
Cvig_XP_022314542.1	map04146
Cvig_XP_022314543.1	ko00120
Cvig_XP_022314543.1	ko01100
Cvig_XP_022314543.1	ko03320
Cvig_XP_022314543.1	ko04146
Cvig_XP_022314543.1	map00120
Cvig_XP_022314543.1	map01100
Cvig_XP_022314543.1	map03320
Cvig_XP_022314543.1	map04146
Cvig_XP_022314553.1	ko04015
Cvig_XP_022314553.1	ko04145
Cvig_XP_022314553.1	ko04210
Cvig_XP_022314553.1	ko04390
Cvig_XP_022314553.1	ko04391
Cvig_XP_022314553.1	ko04510
Cvig_XP_022314553.1	ko04520
Cvig_XP_022314553.1	ko04530
Cvig_XP_022314553.1	ko04611
Cvig_XP_022314553.1	ko04670
Cvig_XP_022314553.1	ko04714
Cvig_XP_022314553.1	ko04745
Cvig_XP_022314553.1	ko04810
Cvig_XP_022314553.1	ko04919
Cvig_XP_022314553.1	ko04921
Cvig_XP_022314553.1	ko05100
Cvig_XP_022314553.1	ko05110
Cvig_XP_022314553.1	ko05130
Cvig_XP_022314553.1	ko05131
Cvig_XP_022314553.1	ko05132
Cvig_XP_022314553.1	ko05164
Cvig_XP_022314553.1	ko05205
Cvig_XP_022314553.1	ko05225
Cvig_XP_022314553.1	ko05410
Cvig_XP_022314553.1	ko05412
Cvig_XP_022314553.1	ko05414
Cvig_XP_022314553.1	ko05416
Cvig_XP_022314553.1	ko05418
Cvig_XP_022314553.1	map04015
Cvig_XP_022314553.1	map04145
Cvig_XP_022314553.1	map04210
Cvig_XP_022314553.1	map04390
Cvig_XP_022314553.1	map04391
Cvig_XP_022314553.1	map04510
Cvig_XP_022314553.1	map04520
Cvig_XP_022314553.1	map04530
Cvig_XP_022314553.1	map04611
Cvig_XP_022314553.1	map04670
Cvig_XP_022314553.1	map04714
Cvig_XP_022314553.1	map04745
Cvig_XP_022314553.1	map04810
Cvig_XP_022314553.1	map04919
Cvig_XP_022314553.1	map04921
Cvig_XP_022314553.1	map05100
Cvig_XP_022314553.1	map05110
Cvig_XP_022314553.1	map05130
Cvig_XP_022314553.1	map05131
Cvig_XP_022314553.1	map05132
Cvig_XP_022314553.1	map05164
Cvig_XP_022314553.1	map05205
Cvig_XP_022314553.1	map05225
Cvig_XP_022314553.1	map05410
Cvig_XP_022314553.1	map05412
Cvig_XP_022314553.1	map05414
Cvig_XP_022314553.1	map05416
Cvig_XP_022314553.1	map05418
Cvig_XP_022314555.1	ko04919
Cvig_XP_022314555.1	ko04974
Cvig_XP_022314555.1	map04919
Cvig_XP_022314555.1	map04974
Cvig_XP_022314556.1	ko03010
Cvig_XP_022314556.1	map03010
Cvig_XP_022314563.1	ko04010
Cvig_XP_022314563.1	ko04141
Cvig_XP_022314563.1	ko04213
Cvig_XP_022314563.1	ko04370
Cvig_XP_022314563.1	ko05146
Cvig_XP_022314563.1	ko05169
Cvig_XP_022314563.1	ko05205
Cvig_XP_022314563.1	map04010
Cvig_XP_022314563.1	map04141
Cvig_XP_022314563.1	map04213
Cvig_XP_022314563.1	map04370
Cvig_XP_022314563.1	map05146
Cvig_XP_022314563.1	map05169
Cvig_XP_022314563.1	map05205
Cvig_XP_022314569.1	ko04217
Cvig_XP_022314569.1	ko05034
Cvig_XP_022314569.1	ko05322
Cvig_XP_022314569.1	map04217
Cvig_XP_022314569.1	map05034
Cvig_XP_022314569.1	map05322
Cvig_XP_022314572.1	ko00062
Cvig_XP_022314572.1	ko01040
Cvig_XP_022314572.1	ko01110
Cvig_XP_022314572.1	ko01212
Cvig_XP_022314572.1	map00062
Cvig_XP_022314572.1	map01040
Cvig_XP_022314572.1	map01110
Cvig_XP_022314572.1	map01212
Cvig_XP_022314573.1	ko03018
Cvig_XP_022314573.1	ko03040
Cvig_XP_022314573.1	map03018
Cvig_XP_022314573.1	map03040
Cvig_XP_022314574.1	ko04978
Cvig_XP_022314574.1	map04978
Cvig_XP_022314575.1	ko04978
Cvig_XP_022314575.1	map04978
Cvig_XP_022314576.1	ko04978
Cvig_XP_022314576.1	map04978
Cvig_XP_022314577.1	ko04130
Cvig_XP_022314577.1	ko04138
Cvig_XP_022314577.1	map04130
Cvig_XP_022314577.1	map04138
Cvig_XP_022314578.1	ko03010
Cvig_XP_022314578.1	map03010
Cvig_XP_022314580.1	ko03010
Cvig_XP_022314580.1	map03010
Cvig_XP_022314583.1	ko04146
Cvig_XP_022314583.1	ko04213
Cvig_XP_022314583.1	ko05014
Cvig_XP_022314583.1	ko05016
Cvig_XP_022314583.1	ko05020
Cvig_XP_022314583.1	map04146
Cvig_XP_022314583.1	map04213
Cvig_XP_022314583.1	map05014
Cvig_XP_022314583.1	map05016
Cvig_XP_022314583.1	map05020
Cvig_XP_022314587.1	ko04151
Cvig_XP_022314587.1	ko04510
Cvig_XP_022314587.1	ko04512
Cvig_XP_022314587.1	ko05165
Cvig_XP_022314587.1	ko05206
Cvig_XP_022314587.1	map04151
Cvig_XP_022314587.1	map04510
Cvig_XP_022314587.1	map04512
Cvig_XP_022314587.1	map05165
Cvig_XP_022314587.1	map05206
Cvig_XP_022314591.1	ko01521
Cvig_XP_022314591.1	ko01522
Cvig_XP_022314591.1	ko04012
Cvig_XP_022314591.1	ko04013
Cvig_XP_022314591.1	ko04015
Cvig_XP_022314591.1	ko04062
Cvig_XP_022314591.1	ko04137
Cvig_XP_022314591.1	ko04144
Cvig_XP_022314591.1	ko04360
Cvig_XP_022314591.1	ko04370
Cvig_XP_022314591.1	ko04510
Cvig_XP_022314591.1	ko04520
Cvig_XP_022314591.1	ko04530
Cvig_XP_022314591.1	ko04540
Cvig_XP_022314591.1	ko04611
Cvig_XP_022314591.1	ko04727
Cvig_XP_022314591.1	ko04750
Cvig_XP_022314591.1	ko04810
Cvig_XP_022314591.1	ko04912
Cvig_XP_022314591.1	ko04915
Cvig_XP_022314591.1	ko04917
Cvig_XP_022314591.1	ko04919
Cvig_XP_022314591.1	ko04921
Cvig_XP_022314591.1	ko04926
Cvig_XP_022314591.1	ko05100
Cvig_XP_022314591.1	ko05120
Cvig_XP_022314591.1	ko05131
Cvig_XP_022314591.1	ko05152
Cvig_XP_022314591.1	ko05161
Cvig_XP_022314591.1	ko05167
Cvig_XP_022314591.1	ko05203
Cvig_XP_022314591.1	ko05205
Cvig_XP_022314591.1	ko05219
Cvig_XP_022314591.1	ko05418
Cvig_XP_022314591.1	map01521
Cvig_XP_022314591.1	map01522
Cvig_XP_022314591.1	map04012
Cvig_XP_022314591.1	map04013
Cvig_XP_022314591.1	map04015
Cvig_XP_022314591.1	map04062
Cvig_XP_022314591.1	map04137
Cvig_XP_022314591.1	map04144
Cvig_XP_022314591.1	map04360
Cvig_XP_022314591.1	map04370
Cvig_XP_022314591.1	map04510
Cvig_XP_022314591.1	map04520
Cvig_XP_022314591.1	map04530
Cvig_XP_022314591.1	map04540
Cvig_XP_022314591.1	map04611
Cvig_XP_022314591.1	map04727
Cvig_XP_022314591.1	map04750
Cvig_XP_022314591.1	map04810
Cvig_XP_022314591.1	map04912
Cvig_XP_022314591.1	map04915
Cvig_XP_022314591.1	map04917
Cvig_XP_022314591.1	map04919
Cvig_XP_022314591.1	map04921
Cvig_XP_022314591.1	map04926
Cvig_XP_022314591.1	map05100
Cvig_XP_022314591.1	map05120
Cvig_XP_022314591.1	map05131
Cvig_XP_022314591.1	map05152
Cvig_XP_022314591.1	map05161
Cvig_XP_022314591.1	map05167
Cvig_XP_022314591.1	map05203
Cvig_XP_022314591.1	map05205
Cvig_XP_022314591.1	map05219
Cvig_XP_022314591.1	map05418
Cvig_XP_022314592.1	ko01521
Cvig_XP_022314592.1	ko01522
Cvig_XP_022314592.1	ko04012
Cvig_XP_022314592.1	ko04013
Cvig_XP_022314592.1	ko04015
Cvig_XP_022314592.1	ko04062
Cvig_XP_022314592.1	ko04137
Cvig_XP_022314592.1	ko04144
Cvig_XP_022314592.1	ko04360
Cvig_XP_022314592.1	ko04370
Cvig_XP_022314592.1	ko04510
Cvig_XP_022314592.1	ko04520
Cvig_XP_022314592.1	ko04530
Cvig_XP_022314592.1	ko04540
Cvig_XP_022314592.1	ko04611
Cvig_XP_022314592.1	ko04727
Cvig_XP_022314592.1	ko04750
Cvig_XP_022314592.1	ko04810
Cvig_XP_022314592.1	ko04912
Cvig_XP_022314592.1	ko04915
Cvig_XP_022314592.1	ko04917
Cvig_XP_022314592.1	ko04919
Cvig_XP_022314592.1	ko04921
Cvig_XP_022314592.1	ko04926
Cvig_XP_022314592.1	ko05100
Cvig_XP_022314592.1	ko05120
Cvig_XP_022314592.1	ko05131
Cvig_XP_022314592.1	ko05152
Cvig_XP_022314592.1	ko05161
Cvig_XP_022314592.1	ko05167
Cvig_XP_022314592.1	ko05203
Cvig_XP_022314592.1	ko05205
Cvig_XP_022314592.1	ko05219
Cvig_XP_022314592.1	ko05418
Cvig_XP_022314592.1	map01521
Cvig_XP_022314592.1	map01522
Cvig_XP_022314592.1	map04012
Cvig_XP_022314592.1	map04013
Cvig_XP_022314592.1	map04015
Cvig_XP_022314592.1	map04062
Cvig_XP_022314592.1	map04137
Cvig_XP_022314592.1	map04144
Cvig_XP_022314592.1	map04360
Cvig_XP_022314592.1	map04370
Cvig_XP_022314592.1	map04510
Cvig_XP_022314592.1	map04520
Cvig_XP_022314592.1	map04530
Cvig_XP_022314592.1	map04540
Cvig_XP_022314592.1	map04611
Cvig_XP_022314592.1	map04727
Cvig_XP_022314592.1	map04750
Cvig_XP_022314592.1	map04810
Cvig_XP_022314592.1	map04912
Cvig_XP_022314592.1	map04915
Cvig_XP_022314592.1	map04917
Cvig_XP_022314592.1	map04919
Cvig_XP_022314592.1	map04921
Cvig_XP_022314592.1	map04926
Cvig_XP_022314592.1	map05100
Cvig_XP_022314592.1	map05120
Cvig_XP_022314592.1	map05131
Cvig_XP_022314592.1	map05152
Cvig_XP_022314592.1	map05161
Cvig_XP_022314592.1	map05167
Cvig_XP_022314592.1	map05203
Cvig_XP_022314592.1	map05205
Cvig_XP_022314592.1	map05219
Cvig_XP_022314592.1	map05418
Cvig_XP_022314593.1	ko01521
Cvig_XP_022314593.1	ko01522
Cvig_XP_022314593.1	ko04012
Cvig_XP_022314593.1	ko04013
Cvig_XP_022314593.1	ko04015
Cvig_XP_022314593.1	ko04062
Cvig_XP_022314593.1	ko04137
Cvig_XP_022314593.1	ko04144
Cvig_XP_022314593.1	ko04360
Cvig_XP_022314593.1	ko04370
Cvig_XP_022314593.1	ko04510
Cvig_XP_022314593.1	ko04520
Cvig_XP_022314593.1	ko04530
Cvig_XP_022314593.1	ko04540
Cvig_XP_022314593.1	ko04611
Cvig_XP_022314593.1	ko04727
Cvig_XP_022314593.1	ko04750
Cvig_XP_022314593.1	ko04810
Cvig_XP_022314593.1	ko04912
Cvig_XP_022314593.1	ko04915
Cvig_XP_022314593.1	ko04917
Cvig_XP_022314593.1	ko04919
Cvig_XP_022314593.1	ko04921
Cvig_XP_022314593.1	ko04926
Cvig_XP_022314593.1	ko05100
Cvig_XP_022314593.1	ko05120
Cvig_XP_022314593.1	ko05131
Cvig_XP_022314593.1	ko05152
Cvig_XP_022314593.1	ko05161
Cvig_XP_022314593.1	ko05167
Cvig_XP_022314593.1	ko05203
Cvig_XP_022314593.1	ko05205
Cvig_XP_022314593.1	ko05219
Cvig_XP_022314593.1	ko05418
Cvig_XP_022314593.1	map01521
Cvig_XP_022314593.1	map01522
Cvig_XP_022314593.1	map04012
Cvig_XP_022314593.1	map04013
Cvig_XP_022314593.1	map04015
Cvig_XP_022314593.1	map04062
Cvig_XP_022314593.1	map04137
Cvig_XP_022314593.1	map04144
Cvig_XP_022314593.1	map04360
Cvig_XP_022314593.1	map04370
Cvig_XP_022314593.1	map04510
Cvig_XP_022314593.1	map04520
Cvig_XP_022314593.1	map04530
Cvig_XP_022314593.1	map04540
Cvig_XP_022314593.1	map04611
Cvig_XP_022314593.1	map04727
Cvig_XP_022314593.1	map04750
Cvig_XP_022314593.1	map04810
Cvig_XP_022314593.1	map04912
Cvig_XP_022314593.1	map04915
Cvig_XP_022314593.1	map04917
Cvig_XP_022314593.1	map04919
Cvig_XP_022314593.1	map04921
Cvig_XP_022314593.1	map04926
Cvig_XP_022314593.1	map05100
Cvig_XP_022314593.1	map05120
Cvig_XP_022314593.1	map05131
Cvig_XP_022314593.1	map05152
Cvig_XP_022314593.1	map05161
Cvig_XP_022314593.1	map05167
Cvig_XP_022314593.1	map05203
Cvig_XP_022314593.1	map05205
Cvig_XP_022314593.1	map05219
Cvig_XP_022314593.1	map05418
Cvig_XP_022314594.1	ko01521
Cvig_XP_022314594.1	ko01522
Cvig_XP_022314594.1	ko04012
Cvig_XP_022314594.1	ko04013
Cvig_XP_022314594.1	ko04015
Cvig_XP_022314594.1	ko04062
Cvig_XP_022314594.1	ko04137
Cvig_XP_022314594.1	ko04144
Cvig_XP_022314594.1	ko04360
Cvig_XP_022314594.1	ko04370
Cvig_XP_022314594.1	ko04510
Cvig_XP_022314594.1	ko04520
Cvig_XP_022314594.1	ko04530
Cvig_XP_022314594.1	ko04540
Cvig_XP_022314594.1	ko04611
Cvig_XP_022314594.1	ko04727
Cvig_XP_022314594.1	ko04750
Cvig_XP_022314594.1	ko04810
Cvig_XP_022314594.1	ko04912
Cvig_XP_022314594.1	ko04915
Cvig_XP_022314594.1	ko04917
Cvig_XP_022314594.1	ko04919
Cvig_XP_022314594.1	ko04921
Cvig_XP_022314594.1	ko04926
Cvig_XP_022314594.1	ko05100
Cvig_XP_022314594.1	ko05120
Cvig_XP_022314594.1	ko05131
Cvig_XP_022314594.1	ko05152
Cvig_XP_022314594.1	ko05161
Cvig_XP_022314594.1	ko05167
Cvig_XP_022314594.1	ko05203
Cvig_XP_022314594.1	ko05205
Cvig_XP_022314594.1	ko05219
Cvig_XP_022314594.1	ko05418
Cvig_XP_022314594.1	map01521
Cvig_XP_022314594.1	map01522
Cvig_XP_022314594.1	map04012
Cvig_XP_022314594.1	map04013
Cvig_XP_022314594.1	map04015
Cvig_XP_022314594.1	map04062
Cvig_XP_022314594.1	map04137
Cvig_XP_022314594.1	map04144
Cvig_XP_022314594.1	map04360
Cvig_XP_022314594.1	map04370
Cvig_XP_022314594.1	map04510
Cvig_XP_022314594.1	map04520
Cvig_XP_022314594.1	map04530
Cvig_XP_022314594.1	map04540
Cvig_XP_022314594.1	map04611
Cvig_XP_022314594.1	map04727
Cvig_XP_022314594.1	map04750
Cvig_XP_022314594.1	map04810
Cvig_XP_022314594.1	map04912
Cvig_XP_022314594.1	map04915
Cvig_XP_022314594.1	map04917
Cvig_XP_022314594.1	map04919
Cvig_XP_022314594.1	map04921
Cvig_XP_022314594.1	map04926
Cvig_XP_022314594.1	map05100
Cvig_XP_022314594.1	map05120
Cvig_XP_022314594.1	map05131
Cvig_XP_022314594.1	map05152
Cvig_XP_022314594.1	map05161
Cvig_XP_022314594.1	map05167
Cvig_XP_022314594.1	map05203
Cvig_XP_022314594.1	map05205
Cvig_XP_022314594.1	map05219
Cvig_XP_022314594.1	map05418
Cvig_XP_022314609.1	ko01521
Cvig_XP_022314609.1	ko01522
Cvig_XP_022314609.1	ko04012
Cvig_XP_022314609.1	ko04013
Cvig_XP_022314609.1	ko04015
Cvig_XP_022314609.1	ko04062
Cvig_XP_022314609.1	ko04137
Cvig_XP_022314609.1	ko04144
Cvig_XP_022314609.1	ko04360
Cvig_XP_022314609.1	ko04370
Cvig_XP_022314609.1	ko04510
Cvig_XP_022314609.1	ko04520
Cvig_XP_022314609.1	ko04530
Cvig_XP_022314609.1	ko04540
Cvig_XP_022314609.1	ko04611
Cvig_XP_022314609.1	ko04727
Cvig_XP_022314609.1	ko04750
Cvig_XP_022314609.1	ko04810
Cvig_XP_022314609.1	ko04912
Cvig_XP_022314609.1	ko04915
Cvig_XP_022314609.1	ko04917
Cvig_XP_022314609.1	ko04919
Cvig_XP_022314609.1	ko04921
Cvig_XP_022314609.1	ko04926
Cvig_XP_022314609.1	ko05100
Cvig_XP_022314609.1	ko05120
Cvig_XP_022314609.1	ko05131
Cvig_XP_022314609.1	ko05152
Cvig_XP_022314609.1	ko05161
Cvig_XP_022314609.1	ko05167
Cvig_XP_022314609.1	ko05203
Cvig_XP_022314609.1	ko05205
Cvig_XP_022314609.1	ko05219
Cvig_XP_022314609.1	ko05418
Cvig_XP_022314609.1	map01521
Cvig_XP_022314609.1	map01522
Cvig_XP_022314609.1	map04012
Cvig_XP_022314609.1	map04013
Cvig_XP_022314609.1	map04015
Cvig_XP_022314609.1	map04062
Cvig_XP_022314609.1	map04137
Cvig_XP_022314609.1	map04144
Cvig_XP_022314609.1	map04360
Cvig_XP_022314609.1	map04370
Cvig_XP_022314609.1	map04510
Cvig_XP_022314609.1	map04520
Cvig_XP_022314609.1	map04530
Cvig_XP_022314609.1	map04540
Cvig_XP_022314609.1	map04611
Cvig_XP_022314609.1	map04727
Cvig_XP_022314609.1	map04750
Cvig_XP_022314609.1	map04810
Cvig_XP_022314609.1	map04912
Cvig_XP_022314609.1	map04915
Cvig_XP_022314609.1	map04917
Cvig_XP_022314609.1	map04919
Cvig_XP_022314609.1	map04921
Cvig_XP_022314609.1	map04926
Cvig_XP_022314609.1	map05100
Cvig_XP_022314609.1	map05120
Cvig_XP_022314609.1	map05131
Cvig_XP_022314609.1	map05152
Cvig_XP_022314609.1	map05161
Cvig_XP_022314609.1	map05167
Cvig_XP_022314609.1	map05203
Cvig_XP_022314609.1	map05205
Cvig_XP_022314609.1	map05219
Cvig_XP_022314609.1	map05418
Cvig_XP_022314611.1	ko01521
Cvig_XP_022314611.1	ko01522
Cvig_XP_022314611.1	ko04012
Cvig_XP_022314611.1	ko04013
Cvig_XP_022314611.1	ko04015
Cvig_XP_022314611.1	ko04062
Cvig_XP_022314611.1	ko04137
Cvig_XP_022314611.1	ko04144
Cvig_XP_022314611.1	ko04360
Cvig_XP_022314611.1	ko04370
Cvig_XP_022314611.1	ko04510
Cvig_XP_022314611.1	ko04520
Cvig_XP_022314611.1	ko04530
Cvig_XP_022314611.1	ko04540
Cvig_XP_022314611.1	ko04611
Cvig_XP_022314611.1	ko04727
Cvig_XP_022314611.1	ko04750
Cvig_XP_022314611.1	ko04810
Cvig_XP_022314611.1	ko04912
Cvig_XP_022314611.1	ko04915
Cvig_XP_022314611.1	ko04917
Cvig_XP_022314611.1	ko04919
Cvig_XP_022314611.1	ko04921
Cvig_XP_022314611.1	ko04926
Cvig_XP_022314611.1	ko05100
Cvig_XP_022314611.1	ko05120
Cvig_XP_022314611.1	ko05131
Cvig_XP_022314611.1	ko05152
Cvig_XP_022314611.1	ko05161
Cvig_XP_022314611.1	ko05167
Cvig_XP_022314611.1	ko05203
Cvig_XP_022314611.1	ko05205
Cvig_XP_022314611.1	ko05219
Cvig_XP_022314611.1	ko05418
Cvig_XP_022314611.1	map01521
Cvig_XP_022314611.1	map01522
Cvig_XP_022314611.1	map04012
Cvig_XP_022314611.1	map04013
Cvig_XP_022314611.1	map04015
Cvig_XP_022314611.1	map04062
Cvig_XP_022314611.1	map04137
Cvig_XP_022314611.1	map04144
Cvig_XP_022314611.1	map04360
Cvig_XP_022314611.1	map04370
Cvig_XP_022314611.1	map04510
Cvig_XP_022314611.1	map04520
Cvig_XP_022314611.1	map04530
Cvig_XP_022314611.1	map04540
Cvig_XP_022314611.1	map04611
Cvig_XP_022314611.1	map04727
Cvig_XP_022314611.1	map04750
Cvig_XP_022314611.1	map04810
Cvig_XP_022314611.1	map04912
Cvig_XP_022314611.1	map04915
Cvig_XP_022314611.1	map04917
Cvig_XP_022314611.1	map04919
Cvig_XP_022314611.1	map04921
Cvig_XP_022314611.1	map04926
Cvig_XP_022314611.1	map05100
Cvig_XP_022314611.1	map05120
Cvig_XP_022314611.1	map05131
Cvig_XP_022314611.1	map05152
Cvig_XP_022314611.1	map05161
Cvig_XP_022314611.1	map05167
Cvig_XP_022314611.1	map05203
Cvig_XP_022314611.1	map05205
Cvig_XP_022314611.1	map05219
Cvig_XP_022314611.1	map05418
Cvig_XP_022314612.1	ko01521
Cvig_XP_022314612.1	ko01522
Cvig_XP_022314612.1	ko04012
Cvig_XP_022314612.1	ko04013
Cvig_XP_022314612.1	ko04015
Cvig_XP_022314612.1	ko04062
Cvig_XP_022314612.1	ko04137
Cvig_XP_022314612.1	ko04144
Cvig_XP_022314612.1	ko04360
Cvig_XP_022314612.1	ko04370
Cvig_XP_022314612.1	ko04510
Cvig_XP_022314612.1	ko04520
Cvig_XP_022314612.1	ko04530
Cvig_XP_022314612.1	ko04540
Cvig_XP_022314612.1	ko04611
Cvig_XP_022314612.1	ko04727
Cvig_XP_022314612.1	ko04750
Cvig_XP_022314612.1	ko04810
Cvig_XP_022314612.1	ko04912
Cvig_XP_022314612.1	ko04915
Cvig_XP_022314612.1	ko04917
Cvig_XP_022314612.1	ko04919
Cvig_XP_022314612.1	ko04921
Cvig_XP_022314612.1	ko04926
Cvig_XP_022314612.1	ko05100
Cvig_XP_022314612.1	ko05120
Cvig_XP_022314612.1	ko05131
Cvig_XP_022314612.1	ko05152
Cvig_XP_022314612.1	ko05161
Cvig_XP_022314612.1	ko05167
Cvig_XP_022314612.1	ko05203
Cvig_XP_022314612.1	ko05205
Cvig_XP_022314612.1	ko05219
Cvig_XP_022314612.1	ko05418
Cvig_XP_022314612.1	map01521
Cvig_XP_022314612.1	map01522
Cvig_XP_022314612.1	map04012
Cvig_XP_022314612.1	map04013
Cvig_XP_022314612.1	map04015
Cvig_XP_022314612.1	map04062
Cvig_XP_022314612.1	map04137
Cvig_XP_022314612.1	map04144
Cvig_XP_022314612.1	map04360
Cvig_XP_022314612.1	map04370
Cvig_XP_022314612.1	map04510
Cvig_XP_022314612.1	map04520
Cvig_XP_022314612.1	map04530
Cvig_XP_022314612.1	map04540
Cvig_XP_022314612.1	map04611
Cvig_XP_022314612.1	map04727
Cvig_XP_022314612.1	map04750
Cvig_XP_022314612.1	map04810
Cvig_XP_022314612.1	map04912
Cvig_XP_022314612.1	map04915
Cvig_XP_022314612.1	map04917
Cvig_XP_022314612.1	map04919
Cvig_XP_022314612.1	map04921
Cvig_XP_022314612.1	map04926
Cvig_XP_022314612.1	map05100
Cvig_XP_022314612.1	map05120
Cvig_XP_022314612.1	map05131
Cvig_XP_022314612.1	map05152
Cvig_XP_022314612.1	map05161
Cvig_XP_022314612.1	map05167
Cvig_XP_022314612.1	map05203
Cvig_XP_022314612.1	map05205
Cvig_XP_022314612.1	map05219
Cvig_XP_022314612.1	map05418
Cvig_XP_022314613.1	ko01521
Cvig_XP_022314613.1	ko01522
Cvig_XP_022314613.1	ko04012
Cvig_XP_022314613.1	ko04013
Cvig_XP_022314613.1	ko04015
Cvig_XP_022314613.1	ko04062
Cvig_XP_022314613.1	ko04137
Cvig_XP_022314613.1	ko04144
Cvig_XP_022314613.1	ko04360
Cvig_XP_022314613.1	ko04370
Cvig_XP_022314613.1	ko04510
